image_name,component_id,area,perimeter,circularity,eccentricity,centroid_x,centroid_y,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col
TCGA-B0-5698-01Z-00-DX1,219,8.0,9.7106,1.0,0.6124,48.875,187.875,187,48,190,51
TCGA-B0-5698-01Z-00-DX1,220,34.0,26.6804,0.6002,0.9305,173.7353,189.5588,187,168,193,179
TCGA-B0-5698-01Z-00-DX1,221,41.0,29.9173,0.5756,0.8892,19.7805,194.9756,191,14,198,25
TCGA-B0-5698-01Z-00-DX1,222,5.0,7.8145,1.0,0.8165,8.8,192.6,192,8,194,11
TCGA-B0-5698-01Z-00-DX1,223,11.0,13.7329,0.733,0.8997,91.1818,192.7273,192,89,195,95
TCGA-B0-5698-01Z-00-DX1,224,21.0,16.1844,1.0,0.5001,250.3333,193.8571,192,248,197,253
TCGA-B0-5698-01Z-00-DX1,225,10.0,11.0514,1.0,0.6831,142.8,194.5,193,142,197,145
TCGA-B0-5698-01Z-00-DX1,226,11.0,11.8368,0.9866,0.7475,84.8182,198.5455,197,83,201,87
TCGA-B0-5698-01Z-00-DX1,227,10.0,11.0514,1.0,0.6831,100.2,198.5,197,99,201,102
TCGA-B0-5698-01Z-00-DX1,228,49.0,33.1542,0.5602,0.9513,200.1429,202.7347,197,196,209,205
TCGA-B0-5698-01Z-00-DX1,229,13.0,12.9475,0.9745,0.8362,36.0,201.0,200,34,203,39
TCGA-B0-5698-01Z-00-DX1,230,14.0,12.9475,1.0,0.2037,20.7143,203.5,202,19,206,23
TCGA-B0-5698-01Z-00-DX1,232,11.0,11.6068,1.0,0.7084,107.6364,204.9091,204,106,207,110
TCGA-B0-5698-01Z-00-DX1,233,17.0,14.2883,1.0,0.6259,129.8824,205.4118,204,128,208,133
TCGA-B0-5698-01Z-00-DX1,234,6.0,8.3699,1.0,0.7906,71.5,206.0,205,71,208,73
TCGA-B0-5698-01Z-00-DX1,235,10.0,11.0514,1.0,0.7906,35.5,207.0,206,34,209,38
TCGA-B0-5698-01Z-00-DX1,236,10.0,11.0514,1.0,0.6124,146.0,207.2,206,145,210,148
TCGA-B0-5698-01Z-00-DX1,238,15.0,14.2883,0.9233,0.8604,41.6667,213.0667,212,39,215,45
TCGA-B0-5698-01Z-00-DX1,239,7.0,9.1553,1.0,0.378,84.7143,214.0,213,84,216,87
TCGA-B0-5698-01Z-00-DX1,240,13.0,12.9475,0.9745,0.5081,137.8462,214.4615,213,136,217,140
TCGA-B0-5698-01Z-00-DX1,241,7.0,9.1553,1.0,0.8165,190.0,215.0,214,189,217,192
TCGA-B0-5698-01Z-00-DX1,242,24.0,19.6513,0.781,0.8954,10.6667,219.9583,218,8,224,15
TCGA-B0-5698-01Z-00-DX1,243,26.0,21.3174,0.719,0.8858,143.1154,220.3462,218,139,223,147
TCGA-B0-5698-01Z-00-DX1,244,9.0,10.496,1.0,0.6946,247.8889,219.3333,218,247,222,250
TCGA-B0-5698-01Z-00-DX1,246,16.0,14.2883,0.9849,0.6642,82.1875,224.1875,223,80,227,85
TCGA-B0-5698-01Z-00-DX1,247,18.0,15.0737,0.9955,0.62,151.1111,225.0556,223,149,228,154
TCGA-B0-5698-01Z-00-DX1,248,29.0,24.7843,0.5933,0.9387,240.5517,225.7931,223,236,229,246
TCGA-B0-5698-01Z-00-DX1,249,6.0,9.1553,0.8995,0.8165,92.6667,224.6667,224,92,227,95
TCGA-B0-5698-01Z-00-DX1,250,22.0,17.5251,0.9001,0.8495,165.5,229.0,227,163,232,169
TCGA-B0-5698-01Z-00-DX1,251,20.0,22.8882,0.4798,0.9051,10.95,231.45,228,8,235,15
TCGA-B0-5698-01Z-00-DX1,252,28.0,20.2067,0.8617,0.7767,54.0,230.1429,228,51,234,58
TCGA-B0-5698-01Z-00-DX1,253,8.0,9.7106,1.0,0.6124,99.125,228.875,228,98,231,101
TCGA-B0-5698-01Z-00-DX1,254,30.0,26.1251,0.5524,0.9625,183.9,232.0667,229,179,236,189
TCGA-B0-5698-01Z-00-DX1,255,18.0,14.8436,1.0,0.6935,146.0,231.5,230,144,234,149
TCGA-B0-5698-01Z-00-DX1,256,21.0,18.8659,0.7414,0.6984,109.2857,234.6667,233,107,239,113
TCGA-B0-5698-01Z-00-DX1,258,6.0,8.5999,1.0,0.6742,176.8333,235.1667,234,176,237,179
TCGA-B0-5698-01Z-00-DX1,259,19.0,17.5251,0.7774,0.9037,98.5263,236.3158,235,96,239,103
TCGA-B0-5698-01Z-00-DX1,260,10.0,11.0514,1.0,0.6124,140.0,236.8,235,139,239,142
TCGA-B0-5698-01Z-00-DX1,261,15.0,13.5029,1.0,0.4899,156.6,239.4,238,155,242,159
TCGA-B0-5698-01Z-00-DX1,262,7.0,9.1553,1.0,0.378,112.2857,241.0,240,111,243,114
TCGA-B0-5698-01Z-00-DX1,263,5.0,7.8145,1.0,0.8165,9.2,248.6,248,8,250,11
TCGA-B0-5698-01Z-00-DX1,265,15.0,13.7329,0.9995,0.7344,80.7333,250.9333,249,79,254,83
TCGA-B0-5698-01Z-00-DX1,266,12.0,12.1621,1.0,0.6831,237.0,250.5,249,236,253,239
TCGA-B0-5698-01Z-00-DX1,267,18.0,15.629,0.926,0.609,38.5,252.4444,251,36,255,42
TCGA-B0-5698-01Z-00-DX1,268,9.0,11.2814,0.8886,0.7209,171.5556,252.6667,251,170,255,174
TCGA-B0-5698-01Z-00-DX1,269,13.0,13.7329,0.8662,0.8361,3.6923,253.5385,252,2,256,7
TCGA-B0-5698-01Z-00-DX1,270,6.0,8.3699,1.0,0.7906,45.5,253.0,252,45,255,47
TCGA-B0-5698-01Z-00-DX1,271,5.0,7.8145,1.0,0.8165,14.8,254.4,254,14,256,17
TCGA-B0-5710-01Z-00-DX1,1,12.0,12.1621,1.0,0.6831,91.5,3.0,2,90,5,94
TCGA-B0-5710-01Z-00-DX1,2,22.0,17.5251,0.9001,0.7934,16.7273,6.5909,4,15,10,20
TCGA-B0-5710-01Z-00-DX1,3,22.0,18.8659,0.7767,0.8863,35.1364,5.4091,4,32,8,40
TCGA-B0-5710-01Z-00-DX1,4,19.0,15.629,0.9775,0.6813,229.3684,5.5263,4,227,8,233
TCGA-B0-5710-01Z-00-DX1,5,7.0,9.7106,0.9329,0.8887,161.7143,5.5714,5,160,7,164
TCGA-B0-5710-01Z-00-DX1,6,23.0,16.9698,1.0,0.5435,60.8696,9.7826,7,59,13,64
TCGA-B0-5710-01Z-00-DX1,7,22.0,17.2951,0.9242,0.7355,242.5909,10.7273,8,241,14,245
TCGA-B0-5710-01Z-00-DX1,8,10.0,11.6068,0.9328,0.6547,10.9,10.8,9,10,13,13
TCGA-B0-5710-01Z-00-DX1,9,6.0,8.3699,1.0,0.7906,203.0,9.5,9,202,11,205
TCGA-B0-5710-01Z-00-DX1,10,17.0,16.9698,0.7418,0.8965,74.8235,12.4118,10,72,15,78
TCGA-B0-5710-01Z-00-DX1,11,15.0,13.5029,1.0,0.4899,154.6,11.6,10,153,14,157
TCGA-B0-5710-01Z-00-DX1,12,18.0,14.8436,1.0,0.6935,209.5,16.0,14,208,19,212
TCGA-B0-5710-01Z-00-DX1,13,17.0,14.2883,1.0,0.6259,119.8824,17.4118,16,118,20,123
TCGA-B0-5710-01Z-00-DX1,14,10.0,11.0514,1.0,0.7906,224.5,18.0,17,223,20,227
TCGA-B0-5710-01Z-00-DX1,15,5.0,7.8145,1.0,0.8165,71.6,18.8,18,71,21,73
TCGA-B0-5710-01Z-00-DX1,16,17.0,14.8436,0.9696,0.7071,177.1176,22.4706,21,175,25,180
TCGA-B0-5710-01Z-00-DX1,17,24.0,25.0143,0.482,0.9729,93.5417,25.25,22,90,30,99
TCGA-B0-5710-01Z-00-DX1,18,61.0,38.5172,0.5167,0.4869,129.3115,25.459,22,124,32,136
TCGA-B0-5710-01Z-00-DX1,19,14.0,13.1775,1.0,0.6293,68.6429,25.2143,23,67,28,71
TCGA-B0-5710-01Z-00-DX1,20,12.0,12.3921,0.982,0.6462,153.25,24.5833,23,152,27,156
TCGA-B0-5710-01Z-00-DX1,22,17.0,15.0737,0.9402,0.4793,49.8235,26.1765,24,48,29,53
TCGA-B0-5710-01Z-00-DX1,23,10.0,11.6068,0.9328,0.6547,120.9,26.2,25,120,29,123
TCGA-B0-5710-01Z-00-DX1,24,9.0,10.496,1.0,0.6946,231.1111,27.3333,26,230,30,233
TCGA-B0-5710-01Z-00-DX1,25,15.0,13.7329,0.9995,0.6521,113.4,30.0667,28,112,33,116
TCGA-B0-5710-01Z-00-DX1,26,13.0,12.3921,1.0,0.5236,27.3846,31.6154,30,26,34,30
TCGA-B0-5710-01Z-00-DX1,27,9.0,10.266,1.0,0.0,107.0,31.0,30,106,33,109
TCGA-B0-5710-01Z-00-DX1,28,7.0,9.1553,1.0,0.378,186.0,31.7143,31,185,34,188
TCGA-B0-5710-01Z-00-DX1,29,20.0,16.9698,0.8727,0.7983,139.6,34.2,32,137,37,143
TCGA-B0-5710-01Z-00-DX1,30,18.0,21.3174,0.4978,0.967,150.2778,36.2222,33,148,41,153
TCGA-B0-5710-01Z-00-DX1,31,30.0,21.3174,0.8296,0.857,39.4,36.9,35,36,40,44
TCGA-B0-5710-01Z-00-DX1,32,15.0,13.7329,0.9995,0.4761,51.5333,37.1333,35,50,40,54
TCGA-B0-5710-01Z-00-DX1,33,8.0,9.7106,1.0,0.6124,128.875,36.875,36,128,39,131
TCGA-B0-5710-01Z-00-DX1,34,15.0,13.5029,1.0,0.4899,74.6,39.4,38,73,42,77
TCGA-B0-5710-01Z-00-DX1,35,17.0,14.2883,1.0,0.6259,121.8824,41.5882,40,120,44,125
TCGA-B0-5710-01Z-00-DX1,36,7.0,9.1553,1.0,0.378,233.2857,41.0,40,232,43,235
TCGA-B0-5710-01Z-00-DX1,37,17.0,16.9698,0.7418,0.891,45.7059,43.2941,42,43,46,50
TCGA-B0-5710-01Z-00-DX1,38,14.0,14.8436,0.7985,0.8982,86.2857,45.5,43,85,49,88
TCGA-B0-5710-01Z-00-DX1,39,8.0,9.7106,1.0,0.6124,110.125,45.125,44,109,47,112
TCGA-B0-5710-01Z-00-DX1,40,15.0,14.2883,0.9233,0.7513,52.2,46.9333,45,50,49,55
TCGA-B0-5710-01Z-00-DX1,41,16.0,14.2883,0.9849,0.6017,44.5625,52.75,51,43,56,47
TCGA-B0-5710-01Z-00-DX1,42,17.0,16.4144,0.7929,0.8208,251.7647,56.3529,54,250,60,255
TCGA-B0-5710-01Z-00-DX1,44,19.0,17.7552,0.7574,0.8978,140.4737,57.5789,55,138,61,144
TCGA-B0-5710-01Z-00-DX1,45,13.0,12.3921,1.0,0.5236,234.3846,58.6154,57,233,61,237
TCGA-B0-5710-01Z-00-DX1,46,10.0,11.2814,0.9874,0.6164,47.7,59.3,58,46,62,50
TCGA-B0-5710-01Z-00-DX1,47,11.0,12.3921,0.9001,0.5098,246.1818,62.7273,61,245,65,249
TCGA-B0-5710-01Z-00-DX1,48,16.0,15.629,0.8231,0.7152,41.5625,65.0625,63,40,68,45
TCGA-B0-5710-01Z-00-DX1,49,6.0,11.2814,0.5924,0.9737,180.0,63.6667,63,178,66,183
TCGA-B0-5710-01Z-00-DX1,50,13.0,12.3921,1.0,0.5236,6.6154,66.6154,65,5,69,9
TCGA-B0-5710-01Z-00-DX1,51,30.0,22.1028,0.7717,0.8128,149.8,69.3333,66,147,73,154
TCGA-B0-5710-01Z-00-DX1,52,18.0,14.8436,1.0,0.584,184.5,68.2222,66,183,71,187
TCGA-B0-5710-01Z-00-DX1,53,11.0,11.6068,1.0,0.7084,191.6364,68.0909,67,190,70,194
TCGA-B0-5710-01Z-00-DX1,54,7.0,9.1553,1.0,0.378,223.2857,69.0,68,222,71,225
TCGA-B0-5710-01Z-00-DX1,55,21.0,20.762,0.6122,0.9413,129.7143,70.9524,70,126,73,134
TCGA-B0-5710-01Z-00-DX1,56,27.0,19.6513,0.8786,0.8666,48.9259,76.7407,74,46,80,53
TCGA-B0-5710-01Z-00-DX1,57,14.0,12.9475,1.0,0.6708,165.5,75.5,74,164,78,168
TCGA-B0-5710-01Z-00-DX1,58,5.0,7.8145,1.0,0.8165,143.6,76.2,75,143,78,145
TCGA-B0-5710-01Z-00-DX1,60,6.0,8.5999,1.0,0.6742,179.1667,77.8333,77,178,80,181
TCGA-B0-5710-01Z-00-DX1,61,20.0,16.9698,0.8727,0.8013,58.35,80.0,78,56,83,62
TCGA-B0-5710-01Z-00-DX1,62,17.0,14.8436,0.9696,0.7593,96.0588,81.4118,80,94,84,99
TCGA-B0-5710-01Z-00-DX1,63,16.0,14.8436,0.9125,0.8803,136.5,81.0,80,134,83,140
TCGA-B0-5710-01Z-00-DX1,64,13.0,14.2883,0.8002,0.8868,208.7692,82.0769,80,207,85,211
TCGA-B0-5710-01Z-00-DX1,65,29.0,24.2289,0.6208,0.927,37.1379,85.7586,81,34,90,41
TCGA-B0-5710-01Z-00-DX1,66,10.0,11.6068,0.9328,0.7917,6.7,82.8,82,5,85,9
TCGA-B0-5710-01Z-00-DX1,67,8.0,9.7106,1.0,0.6124,25.875,83.875,83,25,86,28
TCGA-B0-5710-01Z-00-DX1,68,11.0,11.8368,0.9866,0.4979,119.5455,85.6364,84,118,88,122
TCGA-B0-5710-01Z-00-DX1,70,7.0,9.1553,1.0,0.378,204.0,85.7143,85,203,88,206
TCGA-B0-5710-01Z-00-DX1,71,18.0,15.0737,0.9955,0.7227,50.6111,88.7222,86,49,92,53
TCGA-B0-5710-01Z-00-DX1,72,26.0,23.4435,0.5945,0.7449,126.6154,88.9231,86,123,94,130
TCGA-B0-5710-01Z-00-DX1,73,18.0,14.8436,1.0,0.584,142.5,88.2222,86,141,91,145
TCGA-B0-5710-01Z-00-DX1,74,14.0,12.9475,1.0,0.6708,91.5,88.5,87,90,91,94
TCGA-B0-5710-01Z-00-DX1,75,8.0,9.7106,1.0,0.6124,174.125,88.125,87,173,90,176
TCGA-B0-5710-01Z-00-DX1,76,9.0,11.0514,0.926,0.7889,233.0,90.6667,89,232,93,235
TCGA-B0-5710-01Z-00-DX1,78,15.0,13.7329,0.9995,0.4761,198.4667,91.8667,90,197,95,201
TCGA-B0-5710-01Z-00-DX1,79,16.0,16.1844,0.7676,0.8619,251.5625,92.875,90,250,96,254
TCGA-B0-5710-01Z-00-DX1,80,11.0,13.1775,0.796,0.9328,35.2727,92.6364,91,33,95,38
TCGA-B0-5710-01Z-00-DX1,81,13.0,15.0737,0.719,0.8611,156.9231,92.6923,91,154,95,160
TCGA-B0-5710-01Z-00-DX1,82,16.0,15.0737,0.8849,0.8154,132.4375,96.125,94,130,99,135
TCGA-B0-5710-01Z-00-DX1,83,24.0,18.8659,0.8474,0.8819,92.2083,96.9583,95,89,100,96
TCGA-B0-5710-01Z-00-DX1,85,13.0,12.9475,0.9745,0.8362,36.0,99.0,98,34,101,39
TCGA-B0-5710-01Z-00-DX1,86,15.0,13.7329,0.9995,0.7344,55.2667,101.0667,99,54,104,58
TCGA-B0-5710-01Z-00-DX1,87,32.0,24.5543,0.667,0.8994,146.1875,103.7188,100,143,108,150
TCGA-B0-5710-01Z-00-DX1,88,17.0,14.8436,0.9696,0.484,182.5294,102.3529,100,181,105,185
TCGA-B0-5710-01Z-00-DX1,89,11.0,11.6068,1.0,0.7084,224.3636,101.0909,100,223,103,227
TCGA-B0-5710-01Z-00-DX1,90,12.0,12.3921,0.982,0.795,244.1667,101.0833,100,242,103,247
TCGA-B0-5710-01Z-00-DX1,91,25.0,18.8659,0.8827,0.7375,45.28,102.52,101,42,106,49
TCGA-B0-5710-01Z-00-DX1,92,10.0,11.0514,1.0,0.7906,110.5,103.0,102,109,105,113
TCGA-B0-5710-01Z-00-DX1,93,19.0,15.629,0.9775,0.6813,131.5263,106.3684,104,130,110,134
TCGA-B0-5710-01Z-00-DX1,94,5.0,7.8145,1.0,0.8165,251.6,106.2,105,251,108,253
TCGA-B0-5710-01Z-00-DX1,95,9.0,10.496,1.0,0.6946,21.6667,107.1111,106,20,109,24
TCGA-B0-5710-01Z-00-DX1,96,14.0,13.5029,0.9649,0.8165,13.1429,107.9286,107,11,110,16
TCGA-B0-5710-01Z-00-DX1,97,10.0,11.0514,1.0,0.6831,95.2,108.5,107,94,111,97
TCGA-B0-5710-01Z-00-DX1,98,14.0,12.9475,1.0,0.2037,193.7143,108.5,107,192,111,196
TCGA-B0-5710-01Z-00-DX1,99,16.0,15.0737,0.8849,0.8008,45.625,110.9375,109,43,113,49
TCGA-B0-5710-01Z-00-DX1,100,6.0,8.3699,1.0,0.7906,63.0,109.5,109,62,111,65
TCGA-B0-5710-01Z-00-DX1,101,21.0,18.8659,0.7414,0.8759,137.3333,111.4286,109,135,115,141
TCGA-B0-5710-01Z-00-DX1,102,12.0,12.3921,0.982,0.6462,186.4167,115.75,114,185,118,189
TCGA-B0-5710-01Z-00-DX1,103,8.0,10.496,0.9125,0.7471,200.25,115.375,114,199,117,203
TCGA-B0-5710-01Z-00-DX1,104,5.0,7.8145,1.0,0.8165,62.4,115.8,115,62,118,64
TCGA-B0-5710-01Z-00-DX1,105,13.0,12.9475,0.9745,0.4176,155.7692,117.6154,116,154,120,158
TCGA-B0-5710-01Z-00-DX1,107,11.0,11.6068,1.0,0.7084,47.3636,119.9091,119,46,122,50
TCGA-B0-5710-01Z-00-DX1,108,16.0,14.0582,1.0,0.0,11.5,121.5,120,10,124,14
TCGA-B0-5710-01Z-00-DX1,109,21.0,16.7397,0.9417,0.4756,127.619,122.0,120,126,125,131
TCGA-B0-5710-01Z-00-DX1,110,5.0,7.8145,1.0,0.8165,206.8,120.6,120,206,122,209
TCGA-B0-5710-01Z-00-DX1,111,12.0,13.1775,0.8684,0.8681,176.5,124.1667,122,175,127,179
TCGA-B0-5710-01Z-00-DX1,112,17.0,14.2883,1.0,0.6259,186.5882,124.1176,122,185,127,189
TCGA-B0-5710-01Z-00-DX1,113,13.0,12.9475,0.9745,0.5081,217.5385,123.8462,122,216,126,220
TCGA-B0-5710-01Z-00-DX1,115,15.0,14.5183,0.8943,0.6757,89.8667,127.2,125,88,130,93
TCGA-B0-5710-01Z-00-DX1,116,6.0,9.9407,0.763,0.8997,242.5,127.1667,126,241,129,245
TCGA-B0-5710-01Z-00-DX1,117,12.0,12.9475,0.8995,0.8756,122.0833,129.0833,127,121,132,124
TCGA-B0-5710-01Z-00-DX1,118,13.0,12.9475,0.9745,0.7841,250.3077,128.0,127,248,130,253
TCGA-B0-5710-01Z-00-DX1,119,5.0,7.8145,1.0,0.8165,1.4,130.8,130,1,133,3
TCGA-B0-5710-01Z-00-DX1,120,10.0,11.8368,0.8969,0.7974,82.1,132.1,130,81,135,84
TCGA-B0-5710-01Z-00-DX1,121,40.0,28.5765,0.6155,0.8635,184.2,132.5,130,179,137,189
TCGA-B0-5710-01Z-00-DX1,122,25.0,24.7843,0.5114,0.9178,228.4,133.6,132,223,137,233
TCGA-B0-5710-01Z-00-DX1,123,13.0,12.3921,1.0,0.5236,9.6154,135.3846,134,8,138,12
TCGA-B0-5710-01Z-00-DX1,125,17.0,14.2883,1.0,0.6259,71.8824,137.5882,136,70,140,75
TCGA-B0-5710-01Z-00-DX1,126,9.0,10.496,1.0,0.6946,245.3333,138.1111,137,244,140,248
TCGA-B0-5710-01Z-00-DX1,127,11.0,11.8368,0.9866,0.4979,210.6364,142.5455,141,209,145,213
TCGA-B0-5710-01Z-00-DX1,128,13.0,13.1775,0.9408,0.5031,49.6923,143.9231,142,48,147,52
TCGA-B0-5710-01Z-00-DX1,129,13.0,13.7329,0.8662,0.8615,35.3846,144.8462,144,33,147,39
TCGA-B0-5710-01Z-00-DX1,130,13.0,12.9475,0.9745,0.744,87.5385,145.6154,144,86,148,90
TCGA-B0-5710-01Z-00-DX1,131,13.0,12.9475,0.9745,0.5081,250.8462,147.5385,146,249,150,253
TCGA-B0-5710-01Z-00-DX1,134,8.0,9.7106,1.0,0.6124,141.125,150.125,149,140,152,143
TCGA-B0-5710-01Z-00-DX1,135,17.0,15.0737,0.9402,0.8197,180.6471,153.5882,152,178,156,184
TCGA-B0-5710-01Z-00-DX1,136,20.0,18.8659,0.7061,0.9324,129.35,155.4,154,126,158,134
TCGA-B0-5710-01Z-00-DX1,137,7.0,9.9407,0.8902,0.833,174.4286,154.7143,154,173,157,177
TCGA-B0-5710-01Z-00-DX1,138,19.0,16.1844,0.9115,0.8428,24.7368,156.3158,155,22,159,28
TCGA-B0-5710-01Z-00-DX1,139,13.0,12.9475,0.9745,0.7841,81.3077,158.0,157,79,160,84
TCGA-B0-5710-01Z-00-DX1,140,14.0,12.9475,1.0,0.2037,39.7143,159.5,158,38,162,42
TCGA-B0-5710-01Z-00-DX1,141,12.0,11.8368,1.0,0.0,190.5,162.5,161,189,165,193
TCGA-B0-5710-01Z-00-DX1,142,10.0,11.0514,1.0,0.6831,77.5,163.2,162,76,165,80
TCGA-B0-5710-01Z-00-DX1,143,8.0,10.496,0.9125,0.7471,214.75,164.375,163,213,166,217
TCGA-B0-5710-01Z-00-DX1,144,12.0,12.3921,0.982,0.4907,7.6667,166.75,165,6,169,10
TCGA-B0-5710-01Z-00-DX1,145,8.0,9.7106,1.0,0.6124,32.125,167.125,166,31,169,34
TCGA-B0-5710-01Z-00-DX1,146,8.0,11.0514,0.8231,0.9325,93.0,166.5,166,91,168,96
TCGA-B0-5710-01Z-00-DX1,147,8.0,9.7106,1.0,0.6124,252.875,168.125,167,252,170,255
TCGA-B0-5710-01Z-00-DX1,148,20.0,15.629,1.0,0.2752,161.75,170.75,169,160,174,165
TCGA-B0-5710-01Z-00-DX1,149,25.0,17.5251,1.0,0.5921,71.56,171.92,170,69,175,75
TCGA-B0-5710-01Z-00-DX1,150,13.0,13.1775,0.9408,0.6618,78.8462,171.9231,170,77,174,82
TCGA-B0-5710-01Z-00-DX1,151,5.0,7.8145,1.0,0.8165,230.8,171.6,171,230,173,233
TCGA-B0-5710-01Z-00-DX1,152,13.0,12.9475,0.9745,0.5081,17.5385,173.8462,172,16,176,20
TCGA-B0-5710-01Z-00-DX1,153,13.0,12.3921,1.0,0.5236,118.6154,173.3846,172,117,176,121
TCGA-B0-5710-01Z-00-DX1,154,15.0,13.5029,1.0,0.4899,221.4,173.6,172,220,176,224
TCGA-B0-5710-01Z-00-DX1,155,14.0,13.7329,0.9329,0.6641,103.8571,175.2857,173,102,178,106
TCGA-B0-5710-01Z-00-DX1,156,21.0,17.5251,0.8592,0.7853,44.2381,176.7619,175,42,180,48
TCGA-B0-5710-01Z-00-DX1,158,15.0,14.5183,0.8943,0.6946,63.9333,179.1333,177,62,182,67
TCGA-B0-5710-01Z-00-DX1,159,12.0,12.3921,0.982,0.795,90.8333,178.0833,177,89,180,94
TCGA-B0-5710-01Z-00-DX1,160,12.0,12.1621,1.0,0.6831,159.5,180.0,179,158,182,162
TCGA-B0-5710-01Z-00-DX1,162,7.0,9.1553,1.0,0.378,17.0,181.7143,181,16,184,19
TCGA-B0-5710-01Z-00-DX1,163,5.0,7.8145,1.0,0.8165,149.6,185.2,184,149,187,151
TCGA-B0-5710-01Z-00-DX1,164,14.0,12.9475,1.0,0.2037,49.5,186.7143,185,48,189,52
TCGA-B0-5710-01Z-00-DX1,165,12.0,12.3921,0.982,0.6462,143.4167,187.75,186,142,190,146
TCGA-B0-5710-01Z-00-DX1,166,7.0,9.1553,1.0,0.378,203.2857,187.0,186,202,189,205
TCGA-B0-5710-01Z-00-DX1,167,69.0,51.0046,0.3333,0.9755,223.3333,195.1304,190,214,199,234
TCGA-B0-5710-01Z-00-DX1,168,5.0,7.8145,1.0,0.8165,195.2,191.4,191,194,193,197
TCGA-B0-5710-01Z-00-DX1,169,13.0,15.0737,0.719,0.9378,94.7692,195.8462,193,93,199,97
TCGA-B0-5710-01Z-00-DX1,170,8.0,11.0514,0.8231,0.8165,37.0,195.5,194,36,198,39
TCGA-B0-5710-01Z-00-DX1,171,11.0,11.6068,1.0,0.7084,127.0909,196.6364,195,126,199,129
TCGA-B0-5710-01Z-00-DX1,172,14.0,12.9475,1.0,0.2037,237.5,196.7143,195,236,199,240
TCGA-B0-5710-01Z-00-DX1,174,18.0,15.629,0.926,0.7428,101.9444,198.2222,196,100,201,105
TCGA-B0-5710-01Z-00-DX1,175,11.0,12.3921,0.9001,0.5098,163.8182,197.7273,196,162,200,166
TCGA-B0-5710-01Z-00-DX1,176,20.0,15.629,1.0,0.393,172.9,199.95,198,171,203,176
TCGA-B0-5710-01Z-00-DX1,177,6.0,9.1553,0.8995,0.8704,66.3333,200.5,199,66,203,68
TCGA-B0-5710-01Z-00-DX1,178,13.0,12.3921,1.0,0.5236,246.6154,202.6154,201,245,205,249
TCGA-B0-5710-01Z-00-DX1,179,8.0,9.7106,1.0,0.6124,7.125,203.875,203,6,206,9
TCGA-B0-5710-01Z-00-DX1,180,14.0,13.7329,0.9329,0.736,62.2857,205.0714,203,61,208,65
TCGA-B0-5710-01Z-00-DX1,181,7.0,9.1553,1.0,0.8165,91.0,204.0,203,90,206,93
TCGA-B0-5710-01Z-00-DX1,182,17.0,14.2883,1.0,0.6259,138.5882,206.1176,204,137,209,141
TCGA-B0-5710-01Z-00-DX1,183,15.0,13.7329,0.9995,0.7132,158.3333,209.4667,208,156,212,161
TCGA-B0-5710-01Z-00-DX1,184,14.0,12.9475,1.0,0.2037,167.5,210.7143,209,166,213,170
TCGA-B0-5710-01Z-00-DX1,185,16.0,15.629,0.8231,0.876,4.125,214.0,212,2,217,7
TCGA-B0-5710-01Z-00-DX1,186,15.0,13.5029,1.0,0.4899,97.4,215.4,214,96,218,100
TCGA-B0-5710-01Z-00-DX1,187,8.0,10.496,0.9125,0.8124,204.625,215.25,214,203,217,207
TCGA-B0-5710-01Z-00-DX1,188,12.0,12.3921,0.982,0.8165,184.3333,216.6667,215,183,219,187
TCGA-B0-5710-01Z-00-DX1,189,27.0,28.5765,0.4155,0.9541,128.5556,218.2593,216,124,221,136
TCGA-B0-5710-01Z-00-DX1,190,49.0,33.9396,0.5346,0.8856,221.6122,220.5918,217,218,227,228
TCGA-B0-5710-01Z-00-DX1,191,13.0,13.1775,0.9408,0.6618,114.8462,221.9231,220,113,224,118
TCGA-B0-5710-01Z-00-DX1,193,13.0,12.3921,1.0,0.5236,180.6154,221.6154,220,179,224,183
TCGA-B0-5710-01Z-00-DX1,194,9.0,10.266,1.0,0.0,67.0,223.0,222,66,225,69
TCGA-B0-5710-01Z-00-DX1,196,6.0,9.1553,0.8995,0.8704,191.0,225.8333,225,190,228,193
TCGA-B0-5710-01Z-00-DX1,198,14.0,12.9475,1.0,0.2037,16.5,227.7143,226,15,230,19
TCGA-B0-5710-01Z-00-DX1,199,14.0,13.7329,0.9329,0.7467,122.0,227.1429,226,120,230,125
TCGA-B0-5710-01Z-00-DX1,200,9.0,10.266,1.0,0.0,174.0,227.0,226,173,229,176
TCGA-B0-5710-01Z-00-DX1,201,22.0,17.5251,0.9001,0.853,85.8636,228.7273,227,83,231,90
TCGA-B0-5710-01Z-00-DX1,202,12.0,12.1621,1.0,0.6831,25.5,229.0,228,24,231,28
TCGA-B0-5710-01Z-00-DX1,203,16.0,14.2883,0.9849,0.5084,99.375,229.75,228,98,233,102
TCGA-B0-5710-01Z-00-DX1,204,20.0,15.629,1.0,0.6382,144.25,230.05,228,142,233,147
TCGA-B0-5710-01Z-00-DX1,205,22.0,17.5251,0.9001,0.7648,115.6818,231.4545,229,114,235,119
TCGA-B0-5710-01Z-00-DX1,207,9.0,10.496,1.0,0.6946,34.3333,231.1111,230,33,233,37
TCGA-B0-5710-01Z-00-DX1,208,16.0,13.7329,1.0,0.5774,155.0,232.5,231,153,235,158
